gen,chromosome size,parameters,runtime,best_child_cost,best_gen
42,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.117546,944.6666105043062,25
43,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.119614,944.6666105043062,25
44,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.121868,944.6666105043062,25
45,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.123949,944.6666105043062,25
46,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.125968,944.6666105043062,25
47,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.127884,944.6666105043062,25
48,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.129637,944.6666105043062,25
49,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.131459,944.6666105043062,25
50,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.133115,944.6666105043062,25
51,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.134957,944.6666105043062,25
52,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.137033,944.6666105043062,25
53,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.138986,944.6666105043062,25
54,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.141054,944.6666105043062,25
55,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.143079,944.6666105043062,25
56,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.145028,944.6666105043062,25
57,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.146839,944.6666105043062,25
58,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.148527,944.6666105043062,25
59,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.150214,944.6666105043062,25
60,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.151868,944.6666105043062,25
61,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.153715,944.6666105043062,25
62,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.155536,944.6666105043062,25
63,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.157368,944.6666105043062,25
64,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.159245,944.6666105043062,25
65,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.161229,944.6666105043062,25
66,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.163157,944.6666105043062,25
67,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.165083,944.6666105043062,25
68,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.166854,944.6666105043062,25
69,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.168333,944.6666105043062,25
70,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.169846,944.6666105043062,25
71,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.171634,944.6666105043062,25
72,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.173404,944.6666105043062,25
73,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.174872,944.6666105043062,25
74,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 10}",0:00:00.176444,944.6666105043062,25
0,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.003131,993.7335519731248,0
1,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.006493,993.7335519731248,0
2,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.009808,993.7335519731248,0
3,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.013089,993.7335519731248,0
4,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.016344,993.7335519731248,0
5,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.019652,993.7335519731248,0
6,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.022969,993.7335519731248,0
7,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.026131,993.7335519731248,0
8,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.029324,993.7335519731248,0
9,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.032503,993.7335519731248,0
10,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.035688,993.7335519731248,0
11,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.038910,993.7335519731248,0
12,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.042097,993.7335519731248,0
13,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.045286,993.7335519731248,0
14,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.048415,993.7335519731248,0
15,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.051626,993.7335519731248,0
16,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.054735,993.7335519731248,0
17,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.057764,993.7335519731248,0
18,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.060860,993.7335519731248,0
19,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.063951,993.7335519731248,0
20,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.066972,993.7335519731248,0
21,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.069906,985.6165028230093,21
22,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.072756,985.6165028230093,21
23,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.075674,985.6165028230093,21
24,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.078482,985.6165028230093,21
25,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.081123,985.6165028230093,21
26,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.083673,983.2793680146347,26
27,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.086166,983.2793680146347,26
28,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.088796,983.2793680146347,26
29,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.091434,983.2793680146347,26
30,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.093996,983.2793680146347,26
31,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.096580,976.9407429508267,31
32,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.099266,976.9407429508267,31
33,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.101868,976.9407429508267,31
34,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.104658,976.9407429508267,31
35,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.107386,976.9407429508267,31
36,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.110136,976.9407429508267,31
37,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.113002,976.9407429508267,31
38,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.115826,976.9407429508267,31
39,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.118597,976.9407429508267,31
40,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.121423,976.9407429508267,31
41,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.124374,976.9407429508267,31
42,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.127169,976.9407429508267,31
43,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.129937,976.9407429508267,31
44,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.132593,970.4714276430734,44
45,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.135291,970.4714276430734,44
46,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.137936,970.4714276430734,44
47,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.140371,970.4714276430734,44
48,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.142809,970.4714276430734,44
49,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.145395,970.4714276430734,44
50,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.147922,970.4714276430734,44
51,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.150510,970.4714276430734,44
52,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.152983,970.4714276430734,44
53,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.155400,970.4714276430734,44
54,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.157896,970.4714276430734,44
55,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.160332,970.4714276430734,44
56,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.162660,970.4714276430734,44
57,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.165118,970.4714276430734,44
58,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.167638,970.4714276430734,44
59,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.169935,970.4714276430734,44
60,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.172086,970.4714276430734,44
61,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.173966,970.4714276430734,44
62,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.175889,970.4714276430734,44
63,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.177879,970.4714276430734,44
64,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.180106,970.4714276430734,44
65,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.182269,970.4714276430734,44
66,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.184708,970.2607537824297,66
67,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.187317,970.2607537824297,66
68,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.189842,964.7911422394341,68
69,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.192114,964.7911422394341,68
70,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.194526,964.7911422394341,68
71,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.196783,964.7911422394341,68
72,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.199262,964.5804683787903,72
73,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.201796,964.5804683787903,72
74,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.204104,964.5804683787903,72
75,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.206514,964.5804683787903,72
76,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.208966,964.5804683787903,72
77,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.211607,964.5804683787903,72
78,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.214248,964.5804683787903,72
79,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.216843,964.5804683787903,72
80,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.219683,964.5804683787903,72
81,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.222184,964.5804683787903,72
82,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.224653,964.5804683787903,72
83,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.227103,964.5804683787903,72
84,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.229461,964.5804683787903,72
85,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.231962,964.5804683787903,72
86,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.234466,964.5804683787903,72
87,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.236927,964.5804683787903,72
88,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.239252,964.5804683787903,72
89,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.241553,964.5804683787903,72
90,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.243824,964.5804683787903,72
91,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.246129,964.5804683787903,72
92,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.248417,964.5804683787903,72
93,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.250510,964.5804683787903,72
94,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.252404,964.5804683787903,72
95,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.254291,964.5804683787903,72
96,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.256260,964.5804683787903,72
97,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.258152,964.5804683787903,72
98,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.260035,964.5804683787903,72
99,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.261909,964.5804683787903,72
100,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.263789,964.5804683787903,72
101,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.265804,964.5804683787903,72
102,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.267731,964.5804683787903,72
103,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.269488,964.5804683787903,72
104,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.271413,964.5804683787903,72
105,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.273246,964.5804683787903,72
106,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.275120,964.5804683787903,72
107,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.276975,964.5804683787903,72
108,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.278572,964.5804683787903,72
109,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.280136,964.5804683787903,72
110,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.281930,964.5804683787903,72
111,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.283792,964.5804683787903,72
112,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.285653,964.5804683787903,72
113,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.287650,964.5804683787903,72
114,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.289523,964.5804683787903,72
115,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.291394,964.5804683787903,72
116,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.293058,964.5804683787903,72
117,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.295249,964.5804683787903,72
118,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.297343,964.5804683787903,72
119,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.299313,964.5804683787903,72
120,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.301200,964.5804683787903,72
121,100,"{'prob of mutation': 0.01, 'mutation': 'inversion', 'elites': True, 'elite size': 5}",0:00:00.302900,964.5804683787903,72
0,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.001642,951.5795083651974,0
1,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.003195,951.5795083651974,0
2,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.004779,951.5795083651974,0
3,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.006428,951.5795083651974,0
4,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.008022,951.5795083651974,0
5,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.009627,951.5795083651974,0
6,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.011228,951.5795083651974,0
7,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.012776,951.5795083651974,0
8,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.014310,951.5795083651974,0
9,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.015892,951.5795083651974,0
10,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.017469,951.5795083651974,0
11,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.019073,951.5795083651974,0
12,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.020563,951.5795083651974,0
13,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.022125,951.5795083651974,0
14,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.023681,951.5795083651974,0
15,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.025265,951.5795083651974,0
16,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.026862,951.5795083651974,0
17,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.028473,951.5795083651974,0
18,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.030052,951.5795083651974,0
19,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.031638,951.5795083651974,0
20,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.033215,951.5795083651974,0
21,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.034748,951.5795083651974,0
22,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.036336,951.5795083651974,0
23,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.037886,951.5795083651974,0
24,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.039465,951.5795083651974,0
25,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.041038,951.5795083651974,0
26,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.042773,951.5795083651974,0
27,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.044317,951.5795083651974,0
28,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.045905,951.5795083651974,0
29,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.047487,951.5795083651974,0
30,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.049116,951.5795083651974,0
31,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.050647,951.5795083651974,0
32,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.052202,951.5795083651974,0
33,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.053788,951.5795083651974,0
34,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.055271,951.5795083651974,0
35,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.056848,951.5795083651974,0
36,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.058343,951.5795083651974,0
37,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.059830,951.5795083651974,0
38,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.061423,951.5795083651974,0
39,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.062922,951.5795083651974,0
40,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.064411,951.5795083651974,0
41,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.065840,951.5795083651974,0
42,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.067278,951.5795083651974,0
43,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.068536,951.5795083651974,0
44,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.069738,951.5795083651974,0
45,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.070688,951.5795083651974,0
46,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.071805,951.5795083651974,0
47,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.072869,951.5795083651974,0
48,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.073696,951.5795083651974,0
49,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': False, 'elite size': 50}",0:00:00.074561,951.5795083651974,0
0,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': True, 'elite size': 10}",0:00:00.002876,964.2847803506247,0
1,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': True, 'elite size': 10}",0:00:00.005956,964.2847803506247,0
2,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': True, 'elite size': 10}",0:00:00.009064,964.2847803506247,0
3,100,"{'prob of mutation': 0.02, 'mutation': 'swap', 'elites': True, 'elite size': 10}",0:00:00.012073,964.2847803506247,0
