algorithm,input_size,cost,runtime,tsp_file
random,8,146.6212171697428,0:00:00.043443,Random10.tsp
greedy,8,102.42006974640977,0:00:00.013421,Random10.tsp
random_restart,8,90.59395711708967,0:00:02.868656,Random10.tsp
brute_force,9,86.75332338604878,0:00:03.872267,Random10.tsp
brute_restart,9,86.75332338604878,0:00:04.859840,Random10.tsp
random,9,142.00221788755354,0:00:00.000074,Random10.tsp
greedy,9,102.9399634244836,0:00:00.000011,Random10.tsp
random_restart,9,94.0699212413313,0:00:02.972467,Random10.tsp
brute_force,10,101.95765964729144,0:00:53.204904,Random10.tsp
brute_restart,10,101.95765964729144,0:01:04.145035,Random10.tsp
random,10,213.8113061009586,0:00:00.056108,Random10.tsp
greedy,10,118.22304952196802,0:00:00.001052,Random10.tsp
random_restart,10,111.45362919815298,0:00:03.617648,Random10.tsp
brute_force,10,101.95765964729144,0:00:33.541705,Random10.tsp
brute_restart,10,101.95765964729144,0:00:18.907015,Random10.tsp
random,10,189.11144401162858,0:00:00.058557,Random10.tsp
greedy,10,118.22304952196802,0:00:00.001279,Random10.tsp
random_restart,10,114.07109864945605,0:00:01.816686,Random10.tsp
brute_force,10,101.95765964729144,0:00:19.449031,Random10.tsp
brute_restart,10,101.95765964729144,0:00:09.476277,Random10.tsp
random,10,165.00731584414572,0:00:00.011439,Random10.tsp
greedy,10,118.22304952196802,0:00:00.000209,Random10.tsp
random_restart,10,109.27425750257396,0:00:00.595966,Random10.tsp
brute_force,2,12.02975565749632,0:00:00.000035,Random11.tsp
brute_restart,2,12.02975565749632,0:00:00.000004,Random11.tsp
random,2,24.05951131499264,0:00:00.000020,Random11.tsp
greedy,2,24.05951131499264,0:00:00.000016,Random11.tsp
random_restart,2,24.05951131499264,0:00:00.047212,Random11.tsp
brute_force,3,50.51722731405444,0:00:00.000032,Random11.tsp
brute_restart,3,50.51722731405444,0:00:00.000008,Random11.tsp
random,3,88.44299028014751,0:00:00.000015,Random11.tsp
greedy,3,76.69408896788372,0:00:00.000004,Random11.tsp
random_restart,3,76.6940889678837,0:00:00.101587,Random11.tsp
brute_force,4,64.72127992118689,0:00:00.000052,Random11.tsp
brute_restart,4,64.72127992118689,0:00:00.000028,Random11.tsp
random,4,90.89814157501617,0:00:00.000017,Random11.tsp
greedy,4,80.06001513584653,0:00:00.000005,Random11.tsp
random_restart,4,78.29393599024336,0:00:00.157692,Random11.tsp
brute_force,5,76.68614643395688,0:00:00.010933,Random11.tsp
brute_restart,5,76.68614643395688,0:00:00.000155,Random11.tsp
random,5,92.59826846026418,0:00:00.000020,Random11.tsp
greedy,5,88.29768932886532,0:00:00.000006,Random11.tsp
random_restart,5,86.66896860061749,0:00:00.235150,Random11.tsp
brute_force,6,99.8448167493533,0:00:00.002151,Random11.tsp
brute_restart,6,99.8448167493533,0:00:00.001150,Random11.tsp
random,6,116.60878931687816,0:00:00.000028,Random11.tsp
greedy,6,102.8587838153137,0:00:00.000008,Random11.tsp
random_restart,6,102.85878381531369,0:00:00.349949,Random11.tsp
brute_force,7,128.89254135207955,0:00:00.007369,Random11.tsp
brute_restart,7,128.89254135207955,0:00:00.007955,Random11.tsp
random,7,178.01460616874533,0:00:00.000044,Random11.tsp
greedy,7,170.80873920966943,0:00:00.000010,Random11.tsp
random_restart,7,141.86006368935614,0:00:00.400201,Random11.tsp
brute_force,8,192.4749315944974,0:00:00.137495,Random11.tsp
brute_restart,8,192.4749315944974,0:00:00.163097,Random11.tsp
random,8,363.13044487843666,0:00:00.000032,Random11.tsp
greedy,8,247.60670136369276,0:00:00.000012,Random11.tsp
random_restart,8,217.53757239262634,0:00:01.125493,Random11.tsp
brute_force,9,239.51359324922674,0:00:01.552917,Random11.tsp
brute_restart,9,239.51359324922674,0:00:01.001842,Random11.tsp
random,9,377.0417498254274,0:00:00.000048,Random11.tsp
greedy,9,272.5966892862536,0:00:00.000012,Random11.tsp
random_restart,9,242.52756031518717,0:00:00.721323,Random11.tsp
brute_force,10,236.34403970838034,0:00:08.433615,Random11.tsp
brute_restart,10,236.34403970838034,0:00:06.636763,Random11.tsp
random,10,369.32782633409033,0:00:00.000057,Random11.tsp
greedy,10,280.8702989339096,0:00:00.000015,Random11.tsp
random_restart,10,263.5780348778779,0:00:00.533381,Random11.tsp
brute_force,11,232.31589309650235,0:01:41.025222,Random11.tsp
brute_restart,11,232.31589309650235,0:01:12.980797,Random11.tsp
random,11,518.1919710228766,0:00:00.010853,Random11.tsp
greedy,11,291.3125205675747,0:00:00.000140,Random11.tsp
random_restart,11,286.4792209281309,0:00:00.580202,Random11.tsp
brute_force,11,232.31589309650235,0:01:53.408490,Random11.tsp
brute_restart,11,232.31589309650235,0:01:14.431674,Random11.tsp
random,11,485.08318214764984,0:00:00.013708,Random11.tsp
greedy,11,291.3125205675747,0:00:00.000421,Random11.tsp
random_restart,11,296.925627540052,0:00:00.902704,Random11.tsp
brute_force,2,7.261751666433728,0:00:00.000036,Random12.tsp
brute_restart,2,7.261751666433728,0:00:00.000004,Random12.tsp
random,2,14.523503332867456,0:00:00.000018,Random12.tsp
greedy,2,14.523503332867456,0:00:00.000006,Random12.tsp
random_restart,2,14.523503332867456,0:00:00.057353,Random12.tsp
brute_force,3,15.598446772167883,0:00:00.000044,Random12.tsp
brute_restart,3,15.598446772167883,0:00:00.000008,Random12.tsp
random,3,20.100503082134534,0:00:00.000026,Random12.tsp
greedy,3,20.100503082134534,0:00:00.000004,Random12.tsp
random_restart,3,20.100503082134534,0:00:00.092854,Random12.tsp
brute_force,4,34.708958455976905,0:00:00.000066,Random12.tsp
brute_restart,4,34.708958455976905,0:00:00.000027,Random12.tsp
random,4,58.2672376354741,0:00:00.000030,Random12.tsp
greedy,4,43.98550524329681,0:00:00.000006,Random12.tsp
random_restart,4,43.9855052432968,0:00:00.137153,Random12.tsp
brute_force,5,53.74486531896949,0:00:00.000770,Random12.tsp
brute_restart,5,53.74486531896949,0:00:00.000150,Random12.tsp
random,5,89.64710151859886,0:00:00.000029,Random12.tsp
greedy,5,58.1895702366179,0:00:00.000006,Random12.tsp
random_restart,5,58.1895702366179,0:00:00.192045,Random12.tsp
brute_force,6,63.47285513343756,0:00:00.001138,Random12.tsp
brute_restart,6,63.47285513343756,0:00:00.000890,Random12.tsp
random,6,96.79527128700963,0:00:00.000027,Random12.tsp
greedy,6,62.064202937037564,0:00:00.000007,Random12.tsp
random_restart,6,62.064202937037564,0:00:00.294681,Random12.tsp
brute_force,7,63.55966407506348,0:00:00.006902,Random12.tsp
brute_restart,7,63.55966407506348,0:00:00.007118,Random12.tsp
random,7,105.14441690625188,0:00:00.000044,Random12.tsp
greedy,7,62.15101187866348,0:00:00.000008,Random12.tsp
random_restart,7,62.15101187866348,0:00:00.303309,Random12.tsp
brute_force,8,64.28930720237605,0:00:00.070298,Random12.tsp
brute_restart,8,64.28930720237605,0:00:00.059817,Random12.tsp
random,8,101.65380273186605,0:00:00.000046,Random12.tsp
greedy,8,62.21000621172014,0:00:00.000011,Random12.tsp
random_restart,8,62.21000621172014,0:00:00.385622,Random12.tsp
brute_force,9,63.2908420983058,0:00:00.651675,Random12.tsp
brute_restart,9,63.2908420983058,0:00:00.543017,Random12.tsp
random,9,107.57240462256738,0:00:00.000053,Random12.tsp
greedy,9,62.21227381801012,0:00:00.000009,Random12.tsp
random_restart,9,62.21227381801012,0:00:00.433821,Random12.tsp
brute_force,10,64.70277143748265,0:00:07.268866,Random12.tsp
brute_restart,10,64.70277143748265,0:00:05.359820,Random12.tsp
random,10,170.56293562097528,0:00:00.000063,Random12.tsp
greedy,10,62.623470446826744,0:00:00.000011,Random12.tsp
random_restart,10,68.53205911536399,0:00:00.579967,Random12.tsp
brute_force,11,64.70502327425253,0:06:09.629815,Random12.tsp
brute_restart,11,64.70502327425253,0:01:06.686314,Random12.tsp
random,11,134.49448670655212,0:00:00.011006,Random12.tsp
greedy,11,71.93587734389217,0:00:00.000125,Random12.tsp
random_restart,11,79.93152926288018,0:00:00.838597,Random12.tsp
brute_force,2,7.610739790085114,0:00:00.000044,Random10.tsp
brute_restart,2,7.610739790085114,0:00:00.000004,Random10.tsp
random,2,15.221479580170229,0:00:00.000578,Random10.tsp
greedy,2,15.221479580170229,0:00:00.000004,Random10.tsp
random_restart,2,15.221479580170229,0:00:00.051018,Random10.tsp
brute_force,3,22.871093447359673,0:00:00.000028,Random10.tsp
brute_restart,3,22.871093447359673,0:00:00.000007,Random10.tsp
random,3,27.738128095837304,0:00:00.000017,Random10.tsp
greedy,3,27.738128095837308,0:00:00.000004,Random10.tsp
random_restart,3,27.738128095837304,0:00:00.099603,Random10.tsp
brute_force,4,37.679869155508136,0:00:00.000046,Random10.tsp
brute_restart,4,37.679869155508136,0:00:00.000026,Random10.tsp
random,4,37.679869155508136,0:00:00.000027,Random10.tsp
greedy,4,44.92841495076206,0:00:00.000005,Random10.tsp
random_restart,4,44.928414950762054,0:00:00.175767,Random10.tsp
brute_force,5,64.67228102591811,0:00:00.000149,Random10.tsp
brute_restart,5,64.67228102591811,0:00:00.000138,Random10.tsp
random,5,101.78166684773502,0:00:00.000029,Random10.tsp
greedy,5,77.19739367418265,0:00:00.000007,Random10.tsp
random_restart,5,74.82164471535067,0:00:00.258169,Random10.tsp
brute_force,6,81.02460101737464,0:00:00.001069,Random10.tsp
brute_restart,6,81.02460101737464,0:00:00.000985,Random10.tsp
random,6,122.48598846354685,0:00:00.000028,Random10.tsp
greedy,6,88.63269670874155,0:00:00.000009,Random10.tsp
random_restart,6,85.85276158874792,0:00:00.263832,Random10.tsp
brute_force,7,81.3222136830488,0:00:00.007319,Random10.tsp
brute_restart,7,81.3222136830488,0:00:00.007935,Random10.tsp
random,7,130.30874229306102,0:00:00.000039,Random10.tsp
greedy,7,99.59269724234755,0:00:00.000008,Random10.tsp
random_restart,7,86.15037425442209,0:00:00.299168,Random10.tsp
brute_force,8,85.76579654571638,0:00:00.063798,Random10.tsp
brute_restart,8,85.76579654571638,0:00:00.069570,Random10.tsp
random,8,139.64844762166732,0:00:00.000049,Random10.tsp
greedy,8,102.42006974640977,0:00:00.000010,Random10.tsp
random_restart,8,90.59395711708967,0:00:00.389797,Random10.tsp
brute_force,9,86.75332338604878,0:00:00.619894,Random10.tsp
brute_restart,9,86.75332338604878,0:00:00.602125,Random10.tsp
random,9,151.55380941971137,0:00:00.000051,Random10.tsp
greedy,9,102.9399634244836,0:00:00.000011,Random10.tsp
random_restart,9,91.58148395742207,0:00:00.452674,Random10.tsp
brute_force,10,101.95765964729144,0:00:07.858280,Random10.tsp
brute_restart,10,101.95765964729144,0:00:06.800514,Random10.tsp
random,10,205.06706955103758,0:00:00.000093,Random10.tsp
greedy,10,118.22304952196802,0:00:00.000014,Random10.tsp
random_restart,10,106.78582021866474,0:00:00.514440,Random10.tsp
brute_force,10,101.95765964729144,0:00:08.484701,Random10.tsp
brute_restart,10,101.95765964729144,0:00:06.491342,Random10.tsp
random,10,215.6479927792762,0:00:00.000069,Random10.tsp
greedy,10,118.22304952196802,0:00:00.000013,Random10.tsp
random_restart,10,106.78582021866472,0:00:00.509624,Random10.tsp
brute_force,10,101.95765964729144,0:00:08.556456,Random10.tsp
brute_restart,10,101.95765964729144,0:00:06.435017,Random10.tsp
random,10,168.91130318372086,0:00:00.000053,Random10.tsp
greedy,10,118.22304952196802,0:00:00.000012,Random10.tsp
random_restart,10,111.00140410684325,0:00:00.532497,Random10.tsp
brute_force,2,12.02975565749632,0:00:00.000018,Random11.tsp
brute_restart,2,12.02975565749632,0:00:00.000004,Random11.tsp
random,2,24.05951131499264,0:00:00.000023,Random11.tsp
greedy,2,24.05951131499264,0:00:00.000004,Random11.tsp
random_restart,2,24.05951131499264,0:00:00.080272,Random11.tsp
brute_force,3,50.51722731405444,0:00:00.000164,Random11.tsp
brute_restart,3,50.51722731405444,0:00:00.000009,Random11.tsp
random,3,88.44299028014751,0:00:00.000027,Random11.tsp
greedy,3,76.69408896788372,0:00:00.000005,Random11.tsp
random_restart,3,76.6940889678837,0:00:00.092467,Random11.tsp
brute_force,4,64.72127992118689,0:00:00.000064,Random11.tsp
brute_restart,4,64.72127992118689,0:00:00.000026,Random11.tsp
random,4,80.06001513584653,0:00:00.000036,Random11.tsp
greedy,4,80.06001513584653,0:00:00.000005,Random11.tsp
random_restart,4,78.29393599024336,0:00:00.146080,Random11.tsp
brute_force,5,76.68614643395688,0:00:00.000167,Random11.tsp
brute_restart,5,76.68614643395688,0:00:00.000143,Random11.tsp
random,5,109.89329860192126,0:00:00.000031,Random11.tsp
greedy,5,88.29768932886532,0:00:00.000007,Random11.tsp
random_restart,5,86.66896860061749,0:00:00.193153,Random11.tsp
brute_force,6,99.8448167493533,0:00:00.000902,Random11.tsp
brute_restart,6,99.8448167493533,0:00:00.000958,Random11.tsp
random,6,153.50382004718517,0:00:00.000038,Random11.tsp
greedy,6,102.8587838153137,0:00:00.000009,Random11.tsp
random_restart,6,102.85878381531369,0:00:00.273442,Random11.tsp
brute_force,7,128.89254135207955,0:00:00.007204,Random11.tsp
brute_restart,7,128.89254135207955,0:00:00.008681,Random11.tsp
random,7,197.39036481327312,0:00:00.000054,Random11.tsp
greedy,7,170.80873920966943,0:00:00.000011,Random11.tsp
random_restart,7,141.86006368935614,0:00:00.310021,Random11.tsp
brute_force,8,192.4749315944974,0:00:00.068192,Random11.tsp
brute_restart,8,192.4749315944974,0:00:00.061507,Random11.tsp
random,8,246.1610045023142,0:00:00.000058,Random11.tsp
greedy,8,247.60670136369276,0:00:00.000013,Random11.tsp
random_restart,8,217.53757239262634,0:00:00.411340,Random11.tsp
brute_force,9,239.51359324922674,0:00:00.667946,Random11.tsp
brute_restart,9,239.51359324922674,0:00:00.624047,Random11.tsp
random,9,390.4533080048984,0:00:00.000057,Random11.tsp
greedy,9,272.5966892862536,0:00:00.000013,Random11.tsp
random_restart,9,242.52756031518715,0:00:00.450977,Random11.tsp
brute_force,10,236.34403970838034,0:00:07.141985,Random11.tsp
brute_restart,10,236.34403970838034,0:00:06.456295,Random11.tsp
random,10,406.2472884298352,0:00:00.000079,Random11.tsp
greedy,10,280.8702989339096,0:00:00.000013,Random11.tsp
random_restart,10,273.2097730211673,0:00:00.518432,Random11.tsp
brute_force,11,232.31589309650235,0:01:28.627794,Random11.tsp
brute_restart,11,232.31589309650235,4:11:34.513415,Random11.tsp
random,11,400.11738639948453,0:00:00.013249,Random11.tsp
greedy,11,291.3125205675747,0:00:00.000431,Random11.tsp
random_restart,11,281.85423529010313,0:00:00.736425,Random11.tsp
brute_force,11,232.31589309650235,0:02:41.312662,Random11.tsp
brute_restart,11,232.31589309650235,0:01:55.071323,Random11.tsp
random,11,444.76705384915346,0:00:00.010379,Random11.tsp
greedy,11,291.3125205675747,0:00:00.000174,Random11.tsp
random_restart,11,297.07308275112564,0:00:00.812527,Random11.tsp
brute_force,2,7.261751666433728,0:00:00.000146,Random12.tsp
brute_restart,2,7.261751666433728,0:00:00.000020,Random12.tsp
random,2,14.523503332867456,0:00:00.000016,Random12.tsp
greedy,2,14.523503332867456,0:00:00.000003,Random12.tsp
random_restart,2,14.523503332867456,0:00:00.053204,Random12.tsp
brute_force,3,15.598446772167883,0:00:00.002381,Random12.tsp
brute_restart,3,15.598446772167883,0:00:00.000013,Random12.tsp
random,3,24.602559392101185,0:00:00.000021,Random12.tsp
greedy,3,20.100503082134534,0:00:00.000004,Random12.tsp
random_restart,3,20.100503082134534,0:00:00.195180,Random12.tsp
brute_force,4,34.708958455976905,0:00:00.000114,Random12.tsp
brute_restart,4,34.708958455976905,0:00:00.000027,Random12.tsp
random,4,48.73265271600806,0:00:00.000028,Random12.tsp
greedy,4,43.98550524329681,0:00:00.000006,Random12.tsp
random_restart,4,43.9855052432968,0:00:00.186668,Random12.tsp
brute_force,5,53.74486531896949,0:00:00.000156,Random12.tsp
brute_restart,5,53.74486531896949,0:00:00.000196,Random12.tsp
random,5,61.528065512929146,0:00:00.000031,Random12.tsp
greedy,5,58.1895702366179,0:00:00.000006,Random12.tsp
random_restart,5,58.1895702366179,0:00:00.271707,Random12.tsp
brute_force,6,63.47285513343756,0:00:00.002295,Random12.tsp
brute_restart,6,63.47285513343756,0:00:00.000909,Random12.tsp
random,6,93.66535050527077,0:00:00.000028,Random12.tsp
greedy,6,62.064202937037564,0:00:00.000007,Random12.tsp
random_restart,6,62.064202937037564,0:00:00.303430,Random12.tsp
brute_force,7,63.55966407506348,0:00:00.007875,Random12.tsp
brute_restart,7,63.55966407506348,0:00:00.006698,Random12.tsp
random,7,121.87930768021627,0:00:00.000034,Random12.tsp
greedy,7,62.15101187866348,0:00:00.000008,Random12.tsp
random_restart,7,62.15101187866348,0:00:00.393705,Random12.tsp
brute_force,8,64.28930720237605,0:00:00.071692,Random12.tsp
brute_restart,8,64.28930720237605,0:00:00.070839,Random12.tsp
random,8,105.45377573290413,0:00:00.000076,Random12.tsp
greedy,8,62.21000621172014,0:00:00.000010,Random12.tsp
random_restart,8,62.21000621172014,0:00:00.469117,Random12.tsp
brute_force,9,63.2908420983058,0:00:00.803827,Random12.tsp
brute_restart,9,63.2908420983058,0:00:00.685509,Random12.tsp
random,9,104.82274540801411,0:00:00.000065,Random12.tsp
greedy,9,62.21227381801012,0:00:00.000012,Random12.tsp
random_restart,9,68.12086248654737,0:00:00.507179,Random12.tsp
brute_force,10,64.70277143748265,0:00:11.825167,Random12.tsp
brute_restart,10,64.70277143748265,0:00:11.609925,Random12.tsp
random,10,153.80783581844508,0:00:00.001244,Random12.tsp
greedy,10,62.623470446826744,0:00:00.000109,Random12.tsp
random_restart,10,62.623470446826744,0:00:01.792905,Random12.tsp
